library,profile,term,overlap_size,mean_r,median_r,auc,p_value,fdr,rank_positive
MSigDB_Hallmark_2020,MASTL dependency profile,mTORC1 Signaling,194,0.0017174370159068648,-0.00027637495650971054,0.49738843736552785,0.5498559321532578,0.7451842167964201,32
MSigDB_Hallmark_2020,MASTL dependency profile,Bile Acid Metabolism,111,-0.0001745088163795662,0.0034143164767102773,0.49630980070341213,0.5533976116061666,0.7451842167964201,33
MSigDB_Hallmark_2020,MASTL dependency profile,Spermatogenesis,132,0.0002431699341502612,0.0003806947334009812,0.49652141731277155,0.5548475800086533,0.7451842167964201,34
MSigDB_Hallmark_2020,MASTL dependency profile,Apical Surface,44,-0.0012402234885413625,0.007271942655428781,0.49392879847425303,0.5554085583320246,0.7451842167964201,35
MSigDB_Hallmark_2020,MASTL dependency profile,Myogenesis,195,0.001180504667870266,-0.002250152309632384,0.49679370348427904,0.5612823371377653,0.7451842167964201,36
MSigDB_Hallmark_2020,MASTL dependency profile,Notch Signaling,32,0.0016934574916432244,-0.002360246390498053,0.48979261297460985,0.5792006662027646,0.7451842167964201,37
MSigDB_Hallmark_2020,MASTL dependency profile,Epithelial Mesenchymal Transition,199,-0.0003175953270162722,0.0025489326444503332,0.49573684358280673,0.5820423796336364,0.7451842167964201,38
MSigDB_Hallmark_2020,MASTL dependency profile,Pancreas Beta Cells,38,0.00025092938479235536,-0.0003340250585938567,0.4890542504461083,0.5923089633868831,0.7451842167964201,39
MSigDB_Hallmark_2020,MASTL dependency profile,Hedgehog Signaling,35,-0.0006217496812161203,0.002484380123059176,0.488112295416157,0.5961473734371361,0.7451842167964201,40
MSigDB_Hallmark_2020,MASTL dependency profile,Cholesterol Homeostasis,71,0.00011767871124254527,0.004081641241266267,0.4892732335177234,0.6226545773090851,0.747862206754734,41
MSigDB_Hallmark_2020,MASTL dependency profile,Angiogenesis,35,-0.0010229838696567627,-0.0019702886213738575,0.48188512518409427,0.6446338970758198,0.747862206754734,42
MSigDB_Hallmark_2020,MASTL dependency profile,Apoptosis,158,0.0014036256859683907,-0.0017540128425716055,0.4901840440683957,0.6647440102861223,0.747862206754734,43
MSigDB_Hallmark_2020,MASTL dependency profile,Interferon Alpha Response,94,-0.002032307308632415,-0.0015038099972268853,0.4863896937214768,0.6757541245622871,0.747862206754734,44
MSigDB_Hallmark_2020,MASTL dependency profile,Mitotic Spindle,196,0.0003332248776411603,-0.0004948988925349557,0.4900931974389003,0.6835692183453811,0.747862206754734,45
MSigDB_Hallmark_2020,MASTL dependency profile,Apical Junction,191,-0.00048081613264193277,0.00029473815539587695,0.4897015925302579,0.6880332302143554,0.747862206754734,46
MSigDB_Hallmark_2020,MASTL dependency profile,IL-2/STAT5 Signaling,194,-0.0003411428653690574,-0.003496920395769884,0.4885367612744474,0.7088258484128366,0.7540700515030176,47
MSigDB_Hallmark_2020,MASTL dependency profile,Inflammatory Response,199,-0.0009132712511845341,-0.004134325730561217,0.4770178442935052,0.8679030463273205,0.9040656732576254,48
MSigDB_Hallmark_2020,MASTL dependency profile,Interferon Gamma Response,185,-0.004084983810304081,-0.001028510497145167,0.46809400622198083,0.9325649735683107,0.9515969118043988,49
MSigDB_Hallmark_2020,MASTL dependency profile,IL-6/JAK/STAT3 Signaling,83,-0.009666407895686032,-0.009663493350799503,0.42768515801421914,0.988596460832255,0.9885964608322549,50
Reactome_2022,MASTL dependency profile,Chromosome Maintenance R-HSA-73886,98,0.038147640530752466,0.04020984086909252,0.6960351660832695,1.0193369229803698e-11,1.246717322193378e-08,1
Reactome_2022,MASTL dependency profile,Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279,42,0.05165039201576153,0.05388199338462752,0.7952938662937498,1.783572707000541e-11,1.246717322193378e-08,2
Reactome_2022,MASTL dependency profile,G2/M DNA Damage Checkpoint R-HSA-69473,67,0.035401881495035384,0.03884961423587039,0.6930504738372676,2.3396488854994577e-08,1.0902763806427474e-05,3
Reactome_2022,MASTL dependency profile,Base Excision Repair R-HSA-73884,59,0.039373901910146024,0.045461218465280055,0.6974450227619853,7.835823552063632e-08,2.738620331446239e-05,4
